week,state,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions
2022-12-03,WI,598.0,459.0,,1057.0
2022-12-10,WI,598.0,479.0,,1077.0
2022-12-17,WI,648.0,483.0,,1131.0
2022-12-24,WI,637.0,458.0,,1095.0
2022-12-31,WI,662.0,484.0,,1146.0
2023-01-07,WI,584.0,332.0,,916.0
2023-01-14,WI,499.0,171.0,,670.0
2023-01-21,WI,528.0,108.0,,636.0
2023-01-28,WI,491.0,51.0,,542.0
2023-02-04,WI,482.0,22.0,,504.0
2023-02-11,WI,476.0,23.0,,499.0
2023-02-18,WI,503.0,11.0,,514.0
2023-02-25,WI,512.0,6.0,,518.0
2023-03-04,WI,437.0,7.0,,444.0
2023-03-11,WI,388.0,10.0,,398.0
2023-03-18,WI,419.0,6.0,,425.0
2023-03-25,WI,400.0,9.0,,409.0
2023-04-01,WI,403.0,4.0,,407.0
2023-04-08,WI,389.0,10.0,,399.0
2023-04-15,WI,374.0,9.0,,383.0
2023-04-22,WI,294.0,5.0,,299.0
2023-04-29,WI,253.0,0.0,,253.0
2023-05-06,WI,199.0,7.0,,206.0
2023-05-13,WI,190.0,5.0,,195.0
2023-05-20,WI,170.0,2.0,,172.0
2023-05-27,WI,128.0,2.0,,130.0
2023-06-03,WI,127.0,7.0,,134.0
2023-06-10,WI,126.0,11.0,,137.0
2023-06-17,WI,80.0,4.0,,84.0
2023-06-24,WI,86.0,1.0,,87.0
2023-07-01,WI,53.0,5.0,,58.0
2023-07-08,WI,63.0,4.0,,67.0
2023-07-15,WI,66.0,8.0,,74.0
2023-07-22,WI,76.0,9.0,,85.0
2023-07-29,WI,76.0,2.0,,78.0
2023-08-05,WI,107.0,1.0,,108.0
2023-08-12,WI,143.0,5.0,,148.0
2023-08-19,WI,160.0,2.0,,162.0
2023-08-26,WI,199.0,1.0,,200.0
2023-09-02,WI,210.0,2.0,,212.0
2023-09-09,WI,193.0,1.0,,194.0
2023-09-16,WI,260.0,3.0,,263.0
2023-09-23,WI,346.0,0.0,,346.0
2023-09-30,WI,337.0,9.0,,346.0
2024-10-05,WI,132.0,1.0,0.0,133.0
2024-10-12,WI,3.0,0.0,0.0,3.0
2024-10-19,WI,41.0,7.0,2.0,50.0
2024-10-26,WI,96.0,7.0,2.0,105.0
2024-11-02,WI,104.0,5.0,0.0,109.0
2024-11-09,WI,158.0,12.0,10.0,180.0
2024-11-16,WI,149.0,6.0,7.0,162.0
2024-11-23,WI,154.0,18.0,11.0,183.0
2024-11-30,WI,138.0,12.0,21.0,171.0
2024-12-07,WI,194.0,27.0,33.0,254.0
2024-12-14,WI,231.0,66.0,60.0,357.0
2024-12-21,WI,295.0,120.0,78.0,493.0
2024-12-28,WI,406.0,253.0,112.0,771.0
2025-01-04,WI,522.0,389.0,184.0,1095.0
2025-01-11,WI,403.0,388.0,182.0,973.0
2025-01-18,WI,414.0,593.0,192.0,1199.0
2025-01-25,WI,364.0,857.0,191.0,1412.0
2025-02-01,WI,312.0,,197.0,509.0
2025-02-08,WI,339.0,,222.0,561.0
2025-02-15,WI,274.0,,183.0,457.0
2025-02-22,WI,229.0,892.0,191.0,1312.0
2025-03-01,WI,192.0,783.0,224.0,1199.0
2025-03-08,WI,165.0,501.0,185.0,851.0
2025-03-15,WI,146.0,326.0,159.0,631.0
2025-03-22,WI,140.0,186.0,118.0,444.0
2025-03-29,WI,112.0,136.0,105.0,353.0
2025-04-05,WI,113.0,77.0,99.0,289.0
2025-04-12,WI,91.0,66.0,66.0,223.0
2025-04-19,WI,92.0,40.0,51.0,183.0
2025-04-26,WI,84.0,33.0,52.0,169.0
2025-05-03,WI,65.0,30.0,28.0,123.0
2025-05-10,WI,61.0,27.0,29.0,117.0
2025-05-17,WI,50.0,15.0,21.0,86.0
2025-05-24,WI,34.0,10.0,10.0,54.0
2025-05-31,WI,36.0,4.0,9.0,49.0
2025-06-07,WI,37.0,2.0,6.0,45.0
2025-06-14,WI,19.0,4.0,2.0,25.0
2025-06-21,WI,37.0,6.0,3.0,46.0
2025-06-28,WI,27.0,3.0,2.0,32.0
2025-07-05,WI,28.0,2.0,5.0,35.0
2025-07-12,WI,35.0,1.0,1.0,37.0
2025-07-19,WI,48.0,7.0,1.0,56.0
2025-07-26,WI,41.0,3.0,4.0,48.0
2025-08-02,WI,47.0,5.0,1.0,53.0
2025-08-09,WI,61.0,3.0,1.0,65.0
2025-08-16,WI,75.0,1.0,2.0,78.0
2025-08-23,WI,82.0,4.0,3.0,89.0
2025-08-30,WI,96.0,4.0,2.0,102.0
2025-09-06,WI,131.0,10.0,6.0,147.0
2025-09-13,WI,156.0,8.0,0.0,164.0
2025-09-20,WI,157.0,4.0,5.0,166.0
2025-09-27,WI,136.0,7.0,8.0,151.0
2020-10-03,WY,79.0,,,79.0
2020-10-10,WY,74.0,,,74.0
2020-10-17,WY,110.0,0.0,,110.0
2020-10-24,WY,144.0,0.0,,144.0
2020-10-31,WY,123.0,1.0,,124.0
2020-11-07,WY,169.0,0.0,,169.0
2020-11-14,WY,195.0,0.0,,195.0
2020-11-21,WY,222.0,0.0,,222.0
2020-11-28,WY,208.0,0.0,,208.0
2020-12-05,WY,206.0,0.0,,206.0
2020-12-12,WY,180.0,0.0,,180.0
2020-12-19,WY,171.0,0.0,,171.0
2020-12-26,WY,142.0,0.0,,142.0
2021-01-02,WY,129.0,0.0,,129.0
2021-01-09,WY,113.0,0.0,,113.0
2021-01-16,WY,106.0,12.0,,118.0
2021-01-23,WY,81.0,0.0,,81.0
2021-01-30,WY,71.0,0.0,,71.0
2021-02-06,WY,60.0,0.0,,60.0
2021-02-13,WY,69.0,0.0,,69.0
2021-02-20,WY,30.0,0.0,,30.0
2021-02-27,WY,33.0,0.0,,33.0
2021-03-06,WY,18.0,0.0,,18.0
2021-03-13,WY,14.0,1.0,,15.0
2021-03-20,WY,17.0,1.0,,18.0
2021-03-27,WY,26.0,3.0,,29.0
2021-04-03,WY,31.0,0.0,,31.0
2021-04-10,WY,33.0,0.0,,33.0
2021-04-17,WY,44.0,0.0,,44.0
2021-04-24,WY,39.0,0.0,,39.0
2021-05-01,WY,32.0,0.0,,32.0
2021-05-08,WY,42.0,1.0,,43.0
2021-05-15,WY,39.0,0.0,,39.0
2021-05-22,WY,49.0,2.0,,51.0
2021-05-29,WY,60.0,0.0,,60.0
2021-06-05,WY,76.0,0.0,,76.0
2021-06-12,WY,54.0,8.0,,62.0
2021-06-19,WY,51.0,4.0,,55.0
2021-06-26,WY,30.0,0.0,,30.0
2021-07-03,WY,55.0,0.0,,55.0
2021-07-10,WY,51.0,0.0,,51.0
2021-07-17,WY,76.0,0.0,,76.0
2021-07-24,WY,104.0,0.0,,104.0
2021-07-31,WY,85.0,0.0,,85.0
2021-08-07,WY,113.0,0.0,,113.0
2021-08-14,WY,139.0,0.0,,139.0
2021-08-21,WY,192.0,0.0,,192.0
2021-08-28,WY,271.0,0.0,,271.0
2021-09-04,WY,208.0,0.0,,208.0
2021-09-11,WY,223.0,0.0,,223.0
2021-09-18,WY,196.0,0.0,,196.0
2021-09-25,WY,180.0,0.0,,180.0
2021-10-02,WY,174.0,0.0,,174.0
2021-10-09,WY,223.0,0.0,,223.0
2021-10-16,WY,272.0,0.0,,272.0
2021-10-23,WY,235.0,0.0,,235.0
2021-10-30,WY,213.0,0.0,,213.0
2021-11-06,WY,191.0,0.0,,191.0
2021-11-13,WY,157.0,1.0,,158.0
2021-11-20,WY,151.0,4.0,,155.0
2021-11-27,WY,120.0,1.0,,121.0
2021-12-04,WY,103.0,3.0,,106.0
2021-12-11,WY,110.0,2.0,,112.0
2021-12-18,WY,85.0,1.0,,86.0
2021-12-25,WY,75.0,2.0,,77.0
2022-01-01,WY,56.0,19.0,,75.0
2022-01-08,WY,81.0,9.0,,90.0
2022-01-15,WY,113.0,1.0,,114.0
2022-01-22,WY,146.0,7.0,,153.0
2022-01-29,WY,185.0,2.0,,187.0
2022-02-05,WY,165.0,0.0,,165.0
2022-02-12,WY,145.0,2.0,,147.0
2022-02-19,WY,101.0,2.0,,103.0
2022-02-26,WY,57.0,4.0,,61.0
2022-03-05,WY,41.0,4.0,,45.0
2022-03-12,WY,31.0,6.0,,37.0
2022-03-19,WY,25.0,3.0,,28.0
2022-03-26,WY,15.0,7.0,,22.0
2022-04-02,WY,8.0,2.0,,10.0
2022-04-09,WY,19.0,10.0,,29.0
2022-04-16,WY,10.0,8.0,,18.0
2022-04-23,WY,8.0,1.0,,9.0
2022-04-30,WY,4.0,5.0,,9.0
2022-05-07,WY,18.0,4.0,,22.0
2022-05-14,WY,21.0,4.0,,25.0
2022-05-21,WY,17.0,6.0,,23.0
2022-05-28,WY,25.0,6.0,,31.0
2022-06-04,WY,33.0,7.0,,40.0
2022-06-11,WY,42.0,7.0,,49.0
2022-06-18,WY,67.0,4.0,,71.0
2022-06-25,WY,60.0,0.0,,60.0
2022-07-02,WY,70.0,1.0,,71.0
2022-07-09,WY,65.0,2.0,,67.0
2022-07-16,WY,69.0,3.0,,72.0
2022-07-23,WY,68.0,0.0,,68.0
2022-07-30,WY,81.0,2.0,,83.0
2022-08-06,WY,72.0,0.0,,72.0
2022-08-13,WY,57.0,0.0,,57.0
2022-08-20,WY,60.0,0.0,,60.0
2022-08-27,WY,33.0,0.0,,33.0
2022-09-03,WY,47.0,0.0,,47.0
2022-09-10,WY,27.0,0.0,,27.0
2022-09-17,WY,45.0,0.0,,45.0
2022-09-24,WY,43.0,0.0,,43.0
2022-10-01,WY,67.0,0.0,,67.0
2025-10-04,WY,5.0,2.0,0.0,7.0
2025-10-11,WY,8.0,0.0,0.0,8.0
2025-10-18,WY,13.0,0.0,0.0,13.0
2025-10-25,WY,16.0,4.0,0.0,20.0
2025-11-01,WY,5.0,5.0,0.0,10.0
2025-11-08,WY,8.0,2.0,0.0,10.0
2025-11-15,WY,3.0,6.0,0.0,9.0
2025-11-22,WY,9.0,2.0,0.0,11.0
2025-11-29,WY,11.0,10.0,0.0,21.0
2025-12-06,WY,16.0,10.0,1.0,27.0
2025-12-13,WY,20.0,21.0,1.0,42.0
2025-12-20,WY,15.0,29.0,1.0,45.0
2025-12-27,WY,13.0,57.0,2.0,72.0
2026-01-03,WY,21.0,58.0,2.0,81.0
2026-01-10,WY,18.0,56.0,3.0,77.0
2026-01-17,WY,20.0,26.0,6.0,52.0
2026-01-24,WY,19.0,17.0,3.0,39.0
2026-01-31,WY,20.0,10.0,6.0,36.0
2020-08-08,AZ,,,,0.0
2020-08-15,AZ,,,,0.0
2020-08-22,AZ,,,,0.0
2020-08-29,AZ,700.0,,,700.0
2020-09-05,AZ,,,,0.0
2020-09-12,AZ,537.0,,,537.0
2020-09-19,AZ,657.0,,,657.0
2020-09-26,AZ,788.0,,,788.0
2024-10-05,AZ,93.0,40.0,1.0,134.0
2024-10-12,AZ,17.0,4.0,0.0,21.0
2024-10-19,AZ,59.0,14.0,0.0,73.0
2024-10-26,AZ,435.0,187.0,0.0,622.0
2024-11-02,AZ,462.0,141.0,0.0,603.0
2024-11-09,AZ,532.0,272.0,7.0,811.0
2024-11-16,AZ,688.0,356.0,6.0,1050.0
2024-11-23,AZ,787.0,488.0,31.0,1306.0
2024-11-30,AZ,757.0,558.0,21.0,1336.0
2024-12-07,AZ,858.0,882.0,62.0,1802.0
2024-12-14,AZ,763.0,,58.0,821.0
2024-12-21,AZ,771.0,,139.0,910.0
2024-12-28,AZ,795.0,,163.0,958.0
2025-01-04,AZ,729.0,,208.0,937.0
2025-01-11,AZ,491.0,,272.0,763.0
2025-01-18,AZ,452.0,,257.0,709.0
2025-01-25,AZ,312.0,999.0,257.0,1568.0
2025-02-01,AZ,411.0,836.0,351.0,1598.0
2025-02-08,AZ,317.0,836.0,426.0,1579.0
2025-02-15,AZ,324.0,711.0,426.0,1461.0
2025-02-22,AZ,271.0,647.0,473.0,1391.0
2025-03-01,AZ,279.0,657.0,386.0,1322.0
2025-03-08,AZ,227.0,499.0,315.0,1041.0
2025-03-15,AZ,179.0,393.0,295.0,867.0
2025-03-22,AZ,199.0,346.0,163.0,708.0
2025-03-29,AZ,191.0,238.0,158.0,587.0
2025-04-05,AZ,178.0,111.0,59.0,348.0
2025-04-12,AZ,136.0,93.0,70.0,299.0
2025-04-19,AZ,145.0,88.0,28.0,261.0
2025-04-26,AZ,118.0,77.0,20.0,215.0
2025-05-03,AZ,77.0,80.0,30.0,187.0
2025-05-10,AZ,77.0,53.0,6.0,136.0
2025-05-17,AZ,88.0,69.0,6.0,163.0
2025-05-24,AZ,78.0,38.0,10.0,126.0
2025-05-31,AZ,79.0,55.0,9.0,143.0
2025-06-07,AZ,79.0,32.0,3.0,114.0
2025-06-14,AZ,67.0,35.0,14.0,116.0
2025-06-21,AZ,80.0,18.0,2.0,100.0
2025-06-28,AZ,81.0,11.0,0.0,92.0
2025-07-05,AZ,78.0,24.0,1.0,103.0
2025-07-12,AZ,76.0,15.0,1.0,92.0
2025-07-19,AZ,80.0,10.0,0.0,90.0
2025-07-26,AZ,79.0,6.0,1.0,86.0
2025-08-02,AZ,93.0,5.0,10.0,108.0
2025-08-09,AZ,114.0,11.0,2.0,127.0
2025-08-16,AZ,127.0,18.0,0.0,145.0
2025-08-23,AZ,162.0,6.0,2.0,170.0
2025-08-30,AZ,192.0,27.0,9.0,228.0
2025-09-06,AZ,155.0,11.0,0.0,166.0
2025-09-13,AZ,138.0,14.0,1.0,153.0
2025-09-20,AZ,140.0,16.0,1.0,157.0
2025-09-27,AZ,120.0,13.0,2.0,135.0
2025-10-04,CO,73.0,8.0,2.0,83.0
2025-10-11,CO,55.0,6.0,1.0,62.0
2025-10-18,CO,51.0,7.0,2.0,60.0
2025-10-25,CO,48.0,9.0,2.0,59.0
2025-11-01,CO,27.0,18.0,1.0,46.0
2025-11-08,CO,31.0,28.0,3.0,62.0
2025-11-15,CO,35.0,46.0,5.0,86.0
2025-11-22,CO,46.0,97.0,8.0,151.0
2025-11-29,CO,47.0,149.0,10.0,206.0
2025-12-06,CO,68.0,222.0,12.0,302.0
2025-12-13,CO,66.0,282.0,28.0,376.0
2025-12-20,CO,92.0,517.0,41.0,650.0
2025-12-27,CO,100.0,818.0,60.0,978.0
2026-01-03,CO,128.0,830.0,46.0,1004.0
2026-01-10,CO,110.0,475.0,76.0,661.0
2026-01-17,CO,111.0,270.0,76.0,457.0
2026-01-24,CO,75.0,183.0,99.0,357.0
2026-01-31,CO,84.0,148.0,137.0,369.0
2023-10-07,DE,57.0,2.0,,59.0
2023-10-14,DE,63.0,0.0,,63.0
2023-10-21,DE,46.0,1.0,,47.0
2023-10-28,DE,38.0,1.0,,39.0
2023-11-04,DE,48.0,1.0,,49.0
2023-11-11,DE,44.0,1.0,,45.0
2023-11-18,DE,48.0,2.0,,50.0
2023-11-25,DE,61.0,1.0,,62.0
2023-12-02,DE,76.0,2.0,5.0,83.0
2023-12-09,DE,64.0,10.0,12.0,86.0
2023-12-16,DE,63.0,18.0,13.0,94.0
2023-12-23,DE,102.0,24.0,3.0,129.0
2023-12-30,DE,107.0,60.0,6.0,173.0
2024-01-06,DE,110.0,48.0,4.0,162.0
2024-01-13,DE,109.0,34.0,4.0,147.0
2024-01-20,DE,79.0,32.0,3.0,114.0
2024-01-27,DE,62.0,28.0,3.0,93.0
2024-02-03,DE,51.0,25.0,3.0,79.0
2024-02-10,DE,74.0,25.0,3.0,102.0
2024-02-17,DE,63.0,36.0,2.0,101.0
2024-02-24,DE,74.0,24.0,0.0,98.0
2024-03-02,DE,79.0,33.0,7.0,119.0
2024-03-09,DE,50.0,26.0,1.0,77.0
2024-03-16,DE,30.0,18.0,5.0,53.0
2024-03-23,DE,32.0,16.0,0.0,48.0
2024-03-30,DE,37.0,15.0,0.0,52.0
2024-04-06,DE,25.0,19.0,1.0,45.0
2024-04-13,DE,34.0,7.0,0.0,41.0
2024-04-20,DE,20.0,8.0,1.0,29.0
2024-04-27,DE,25.0,2.0,0.0,27.0
2024-05-04,DE,26.0,4.0,0.0,30.0
2024-05-11,DE,15.0,1.0,0.0,16.0
2024-05-18,DE,17.0,1.0,0.0,18.0
2024-05-25,DE,12.0,1.0,0.0,13.0
2024-06-01,DE,12.0,0.0,0.0,12.0
2024-06-08,DE,16.0,1.0,0.0,17.0
2024-06-15,DE,14.0,0.0,0.0,14.0
2024-06-22,DE,18.0,0.0,0.0,18.0
2024-06-29,DE,21.0,1.0,0.0,22.0
2024-07-06,DE,26.0,0.0,0.0,26.0
2024-07-13,DE,41.0,0.0,0.0,41.0
2024-07-20,DE,41.0,0.0,2.0,43.0
2024-07-27,DE,53.0,0.0,0.0,53.0
2024-08-03,DE,49.0,0.0,0.0,49.0
2024-08-10,DE,62.0,0.0,0.0,62.0
2024-08-17,DE,70.0,0.0,0.0,70.0
2024-08-24,DE,58.0,0.0,0.0,58.0
2024-08-31,DE,72.0,0.0,0.0,72.0
2024-09-07,DE,57.0,1.0,0.0,58.0
2024-09-14,DE,53.0,0.0,0.0,53.0
2024-09-21,DE,58.0,0.0,0.0,58.0
2024-09-28,DE,57.0,0.0,0.0,57.0
2023-10-07,GA,379.0,34.0,,413.0
2023-10-14,GA,427.0,39.0,,466.0
2023-10-21,GA,397.0,31.0,,428.0
2023-10-28,GA,375.0,40.0,,415.0
2023-11-04,GA,376.0,56.0,,432.0
2023-11-11,GA,432.0,116.0,,548.0
2023-11-18,GA,466.0,133.0,,599.0
2023-11-25,GA,507.0,156.0,,663.0
2023-12-02,GA,466.0,225.0,0.0,691.0
2023-12-09,GA,524.0,261.0,2.0,787.0
2023-12-16,GA,592.0,442.0,0.0,1034.0
2023-12-23,GA,842.0,746.0,1.0,1589.0
2023-12-30,GA,,,2.0,2.0
2024-01-06,GA,,758.0,1.0,759.0
2024-01-13,GA,,627.0,0.0,627.0
2024-01-20,GA,,486.0,0.0,486.0
2024-01-27,GA,,455.0,0.0,455.0
2024-02-03,GA,,354.0,0.0,354.0
2024-02-10,GA,,308.0,2.0,310.0
2024-02-17,GA,,259.0,0.0,259.0
2024-02-24,GA,978.0,192.0,0.0,1170.0
2024-03-02,GA,859.0,203.0,0.0,1062.0
2024-03-09,GA,748.0,156.0,0.0,904.0
2024-03-16,GA,490.0,102.0,0.0,592.0
2024-03-23,GA,402.0,81.0,10.0,493.0
2024-03-30,GA,362.0,64.0,0.0,426.0
2024-04-06,GA,312.0,60.0,0.0,372.0
2024-04-13,GA,243.0,57.0,0.0,300.0
2024-04-20,GA,209.0,40.0,0.0,249.0
2024-04-27,GA,172.0,35.0,0.0,207.0
2024-05-04,GA,117.0,16.0,0.0,133.0
2024-05-11,GA,35.0,7.0,0.0,42.0
2024-05-18,GA,31.0,6.0,0.0,37.0
2024-05-25,GA,18.0,3.0,0.0,21.0
2024-06-01,GA,21.0,5.0,0.0,26.0
2024-06-08,GA,25.0,2.0,0.0,27.0
2024-06-15,GA,18.0,1.0,0.0,19.0
2024-06-22,GA,30.0,2.0,0.0,32.0
2024-06-29,GA,42.0,4.0,0.0,46.0
2024-07-06,GA,48.0,4.0,0.0,52.0
2024-07-13,GA,69.0,0.0,0.0,69.0
2024-07-20,GA,97.0,0.0,0.0,97.0
2024-07-27,GA,122.0,1.0,0.0,123.0
2024-08-03,GA,135.0,3.0,0.0,138.0
2024-08-10,GA,148.0,2.0,0.0,150.0
2024-08-17,GA,173.0,2.0,0.0,175.0
2024-08-24,GA,192.0,2.0,0.0,194.0
2024-08-31,GA,172.0,3.0,0.0,175.0
2024-09-07,GA,107.0,0.0,0.0,107.0
2024-09-14,GA,80.0,3.0,0.0,83.0
2024-09-21,GA,57.0,5.0,0.0,62.0
2024-09-28,GA,50.0,2.0,0.0,52.0
2024-10-05,GU,0.0,1.0,,1.0
2024-10-12,GU,,,,0.0
2024-10-19,GU,1.0,2.0,0.0,3.0
2024-10-26,GU,0.0,3.0,0.0,3.0
2024-11-02,GU,0.0,1.0,0.0,1.0
2024-11-09,GU,0.0,3.0,2.0,5.0
2024-11-16,GU,3.0,3.0,5.0,11.0
2024-11-23,GU,0.0,1.0,3.0,4.0
2024-11-30,GU,1.0,2.0,1.0,4.0
2024-12-07,GU,1.0,0.0,1.0,2.0
2024-12-14,GU,0.0,3.0,0.0,3.0
2024-12-21,GU,0.0,0.0,0.0,0.0
2024-12-28,GU,1.0,3.0,0.0,4.0
2025-01-04,GU,1.0,0.0,0.0,1.0
2025-01-11,GU,0.0,3.0,0.0,3.0
2025-01-18,GU,1.0,0.0,0.0,1.0
2025-01-25,GU,1.0,5.0,1.0,7.0
2025-02-01,GU,1.0,6.0,0.0,7.0
2025-02-08,GU,0.0,0.0,0.0,0.0
2025-02-15,GU,0.0,4.0,0.0,4.0
2025-02-22,GU,1.0,2.0,0.0,3.0
2025-03-01,GU,0.0,0.0,0.0,0.0
2025-03-08,GU,0.0,0.0,0.0,0.0
2025-03-15,GU,1.0,1.0,0.0,2.0
2025-03-22,GU,1.0,1.0,0.0,2.0
2025-03-29,GU,0.0,1.0,0.0,1.0
2025-04-05,GU,1.0,0.0,0.0,1.0
2025-04-12,GU,0.0,1.0,0.0,1.0
2025-04-19,GU,1.0,3.0,0.0,4.0
2025-04-26,GU,1.0,0.0,0.0,1.0
2025-05-03,GU,0.0,0.0,0.0,0.0
2025-05-10,GU,1.0,2.0,0.0,3.0
2025-05-17,GU,2.0,1.0,0.0,3.0
2025-05-24,GU,2.0,0.0,0.0,2.0
2025-05-31,GU,1.0,1.0,0.0,2.0
2025-06-07,GU,1.0,2.0,0.0,3.0
2025-06-14,GU,0.0,2.0,0.0,2.0
2025-06-21,GU,3.0,0.0,1.0,4.0
2025-06-28,GU,3.0,0.0,1.0,4.0
2025-07-05,GU,2.0,0.0,0.0,2.0
2025-07-12,GU,4.0,0.0,0.0,4.0
2025-07-19,GU,4.0,0.0,1.0,5.0
2025-07-26,GU,4.0,0.0,0.0,4.0
2025-08-02,GU,2.0,3.0,0.0,5.0
2025-08-09,GU,6.0,0.0,1.0,7.0
2025-08-16,GU,1.0,0.0,0.0,1.0
2025-08-23,GU,3.0,1.0,0.0,4.0
2025-08-30,GU,4.0,0.0,3.0,7.0
2025-09-06,GU,4.0,2.0,0.0,6.0
2025-09-13,GU,1.0,2.0,1.0,4.0
2025-09-20,GU,0.0,5.0,1.0,6.0
2025-09-27,GU,0.0,3.0,4.0,7.0
2025-10-04,IL,179.0,14.0,6.0,199.0
2025-10-11,IL,135.0,15.0,4.0,154.0
2025-10-18,IL,122.0,27.0,12.0,161.0
2025-10-25,IL,89.0,21.0,7.0,117.0
2025-11-01,IL,95.0,38.0,13.0,146.0
2025-11-08,IL,123.0,29.0,16.0,168.0
2025-11-15,IL,114.0,47.0,19.0,180.0
2025-11-22,IL,151.0,87.0,32.0,270.0
2025-11-29,IL,171.0,132.0,33.0,336.0
2025-12-06,IL,247.0,200.0,56.0,503.0
2025-12-13,IL,273.0,263.0,89.0,625.0
2025-12-20,IL,356.0,600.0,126.0,1082.0
2025-12-27,IL,537.0,,163.0,700.0
2026-01-03,IL,730.0,,239.0,969.0
2026-01-10,IL,686.0,,218.0,904.0
2026-01-17,IL,598.0,734.0,238.0,1570.0
2026-01-24,IL,510.0,630.0,233.0,1373.0
2026-01-31,IL,457.0,529.0,212.0,1198.0
2024-10-05,MN,,,,0.0
2024-10-12,MN,8.0,0.0,0.0,8.0
2024-10-19,MN,53.0,88.0,4.0,145.0
2024-10-26,MN,37.0,0.0,2.0,39.0
2024-11-02,MN,133.0,4.0,7.0,144.0
2024-11-09,MN,120.0,18.0,14.0,152.0
2024-11-16,MN,101.0,8.0,13.0,122.0
2024-11-23,MN,141.0,11.0,15.0,167.0
2024-11-30,MN,134.0,18.0,23.0,175.0
2024-12-07,MN,191.0,40.0,48.0,279.0
2024-12-14,MN,221.0,91.0,60.0,372.0
2024-12-21,MN,258.0,227.0,109.0,594.0
2024-12-28,MN,354.0,543.0,133.0,1030.0
2025-01-04,MN,501.0,942.0,205.0,1648.0
2025-01-11,MN,371.0,893.0,231.0,1495.0
2025-01-18,MN,324.0,923.0,212.0,1459.0
2025-01-25,MN,273.0,925.0,197.0,1395.0
2025-02-01,MN,216.0,881.0,182.0,1279.0
2025-02-08,MN,190.0,699.0,215.0,1104.0
2025-02-15,MN,154.0,499.0,174.0,827.0
2025-02-22,MN,135.0,384.0,160.0,679.0
2025-03-01,MN,119.0,287.0,201.0,607.0
2025-03-08,MN,120.0,213.0,206.0,539.0
2025-03-15,MN,121.0,176.0,182.0,479.0
2025-03-22,MN,81.0,197.0,157.0,435.0
2025-03-29,MN,92.0,83.0,130.0,305.0
2025-04-05,MN,89.0,68.0,104.0,261.0
2025-04-12,MN,107.0,59.0,71.0,237.0
2025-04-19,MN,93.0,38.0,50.0,181.0
2025-04-26,MN,69.0,26.0,36.0,131.0
2025-05-03,MN,64.0,31.0,36.0,131.0
2025-05-10,MN,80.0,23.0,25.0,128.0
2025-05-17,MN,59.0,8.0,5.0,72.0
2025-05-24,MN,45.0,9.0,7.0,61.0
2025-05-31,MN,50.0,13.0,4.0,67.0
2025-06-07,MN,40.0,6.0,2.0,48.0
2025-06-14,MN,20.0,12.0,2.0,34.0
2025-06-21,MN,29.0,7.0,4.0,40.0
2025-06-28,MN,32.0,4.0,3.0,39.0
2025-07-05,MN,44.0,7.0,3.0,54.0
2025-07-12,MN,22.0,7.0,1.0,30.0
2025-07-19,MN,37.0,4.0,3.0,44.0
2025-07-26,MN,39.0,4.0,5.0,48.0
2025-08-02,MN,41.0,4.0,1.0,46.0
2025-08-09,MN,51.0,1.0,3.0,55.0
2025-08-16,MN,57.0,0.0,5.0,62.0
2025-08-23,MN,86.0,2.0,5.0,93.0
2025-08-30,MN,82.0,3.0,3.0,88.0
2025-09-06,MN,106.0,2.0,5.0,113.0
2025-09-13,MN,117.0,6.0,3.0,126.0
2025-09-20,MN,112.0,4.0,3.0,119.0
2025-09-27,MN,100.0,2.0,3.0,105.0
2024-10-05,MO,43.0,0.0,0.0,43.0
2024-10-12,MO,9.0,1.0,0.0,10.0
2024-10-19,MO,27.0,2.0,0.0,29.0
2024-10-26,MO,27.0,8.0,2.0,37.0
2024-11-02,MO,51.0,13.0,8.0,72.0
2024-11-09,MO,153.0,30.0,20.0,203.0
2024-11-16,MO,153.0,29.0,36.0,218.0
2024-11-23,MO,179.0,42.0,59.0,280.0
2024-11-30,MO,168.0,41.0,62.0,271.0
2024-12-07,MO,195.0,54.0,88.0,337.0
2024-12-14,MO,247.0,88.0,63.0,398.0
2024-12-21,MO,262.0,250.0,96.0,608.0
2024-12-28,MO,397.0,611.0,174.0,1182.0
2025-01-04,MO,483.0,827.0,262.0,1572.0
2025-01-11,MO,388.0,647.0,199.0,1234.0
2025-01-18,MO,286.0,559.0,187.0,1032.0
2025-01-25,MO,279.0,655.0,158.0,1092.0
2025-02-01,MO,278.0,,213.0,491.0
2025-02-08,MO,329.0,,187.0,516.0
2025-02-15,MO,313.0,,147.0,460.0
2025-02-22,MO,279.0,,181.0,460.0
2025-03-01,MO,190.0,861.0,172.0,1223.0
2025-03-08,MO,205.0,693.0,168.0,1066.0
2025-03-15,MO,189.0,440.0,145.0,774.0
2025-03-22,MO,188.0,370.0,138.0,696.0
2025-03-29,MO,133.0,189.0,100.0,422.0
2025-04-05,MO,117.0,130.0,78.0,325.0
2025-04-12,MO,89.0,99.0,62.0,250.0
2025-04-19,MO,92.0,100.0,48.0,240.0
2025-04-26,MO,67.0,66.0,38.0,171.0
2025-05-03,MO,61.0,59.0,28.0,148.0
2025-05-10,MO,54.0,49.0,26.0,129.0
2025-05-17,MO,44.0,53.0,24.0,121.0
2025-05-24,MO,43.0,42.0,21.0,106.0
2025-05-31,MO,45.0,44.0,26.0,115.0
